Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S73555897,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L9909088,BPI-057-CO,5.5879846,-75.858233,2020-08-17,07:58 AM,eBird - Stationary Count,11,1,,,2,,,"CN 39, DB 95"
S65713239,Smooth-billed Ani,Crotophaga ani,2964,4,CO-ANT,,L9925589,BPI-058-CO,5.6035206,-75.8450551,2020-03-12,07:49 AM,eBird - Stationary Count,10,1,,,2,,",S"
S74247334,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L9925589,BPI-058-CO,5.6035206,-75.8450551,2020-09-25,08:34 AM,eBird - Stationary Count,10,1,,,2,,,"CN 46, DB 40"
S95095328,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L9879009,BPI-062-CO,5.6032725,-75.8509786,2021-09-24,10:26 AM,eBird - Stationary Count,10,1,,,2,,,DB 50
S59480200,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L9872349,BPI-063-CO,5.6324392,-75.8586483,2019-09-03,06:49 AM,eBird - Stationary Count,10,1,,,2
S59521697,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L9872349,BPI-063-CO,5.6324392,-75.8586483,2019-09-03,07:02 AM,eBird - Stationary Count,13,1,,,2
S91983882,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L9872383,BPI-064-CO,5.634056,-75.8583729,2021-07-19,08:28 AM,eBird - Stationary Count,11,1,,,2,,,DB 46
S95092379,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L9879063,BPI-066-CO,5.6058559,-75.8538809,2021-09-24,09:25 AM,eBird - Stationary Count,10,1,,,2,,1,DB 44
S95092938,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L9879063,BPI-066-CO,5.6058559,-75.8538809,2021-09-24,09:38 AM,eBird - Stationary Count,10,1,,,2,,,DB 44
S60923382,Smooth-billed Ani,Crotophaga ani,2964,4,CO-ANT,,L10070668,BPI-068-CO,5.595065,-75.8718938,2019-10-22,07:08 AM,eBird - Stationary Count,10,1,,,2
S83110724,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L10041296,BPI-076-CO,5.6144021,-75.8353437,2021-03-04,08:00 AM,eBird - Stationary Count,14,1,,,2,,,"CN 90, DB 42"
S60684994,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L10041347,BPI-077-CO,5.6147199,-75.833782,2019-10-17,07:15 AM,eBird - Stationary Count,10,1,,,2,,2
S60295374,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L9979087,BPI-086-CO,5.5894677,-75.8664036,2019-09-30,07:57 AM,eBird - Stationary Count,11,1,,,2
S60305359,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L9984922,BPI-092-CO,5.5796762,-75.8660031,2019-10-02,08:00 AM,eBird - Stationary Count,11,1,,,2,,2
S73723893,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L9921026,BPI-093-CO,5.5868085,-75.8606636,2020-09-15,07:15 AM,eBird - Stationary Count,11,1,,,1,,,"CN 100, db 36"
S81895660,Smooth-billed Ani,Crotophaga ani,2964,4,CO-ANT,,L9921026,BPI-093-CO,5.5868085,-75.8606636,2021-02-18,09:05 AM,eBird - Stationary Count,12,1,,,2,,,"CN 100, DB 45"
S94928436,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L9921026,BPI-093-CO,5.5868085,-75.8606636,2021-09-19,08:11 AM,eBird - Stationary Count,10,1,,,2,,,DB 55
S64160373,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L9921018,BPI-095-CO,5.5863711,-75.8593453,2020-02-05,07:59 AM,eBird - Stationary Count,10,1,,,2
S72686918,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L9921018,BPI-095-CO,5.5863711,-75.8593453,2020-08-17,06:49 AM,eBird - Stationary Count,10,1,,,1,,,"CN 100, db 36"
S92660345,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L9921018,BPI-095-CO,5.5863711,-75.8593453,2021-07-31,06:33 AM,eBird - Stationary Count,10,1,,,2,,,DB 47
S94928364,Smooth-billed Ani,Crotophaga ani,2964,3,CO-ANT,,L9921018,BPI-095-CO,5.5863711,-75.8593453,2021-09-19,07:32 AM,eBird - Stationary Count,10,1,,,2,,,DB 58
S73723884,Smooth-billed Ani,Crotophaga ani,2964,3,CO-ANT,,L9921027,BPI-096-CO,5.5881309,-75.8600008,2020-09-15,07:39 AM,eBird - Stationary Count,15,1,,,1,,,"CN 100, db 34"
S94620425,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L9921027,BPI-096-CO,5.5881309,-75.8600008,2021-09-13,09:15 AM,eBird - Stationary Count,17,1,,,2,,,"DB, 46"
S94409940,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L10004165,BPI-111-CO,5.5924318,-75.8284196,2021-09-09,08:00 AM,eBird - Stationary Count,10,1,,,2,,2,DB 47
S60436216,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L10004162,BPI-112-CO,5.5936361,-75.8273296,2019-10-07,06:08 AM,eBird - Stationary Count,10,1,,,2
S74247419,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L10004162,BPI-112-CO,5.5936361,-75.8273296,2020-09-26,06:21 AM,eBird - Stationary Count,13,1,,,2,,,"CN 33, DB 40"
S74249126,Smooth-billed Ani,Crotophaga ani,2964,3,CO-ANT,,L10004162,BPI-112-CO,5.5936361,-75.8273296,2020-09-26,06:42 AM,eBird - Stationary Count,10,1,,,2,,,"CN 35, DB 60"
S73612537,Smooth-billed Ani,Crotophaga ani,2964,5,CO-ANT,,L10007414,BPI-118-CO,5.597264,-75.8468388,2020-09-09,07:50 AM,eBird - Stationary Count,13,1,,,1,,,"CN 5, db 45"
S65515050,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L10008877,BPI-120-CO,5.5875614,-75.8264532,2020-03-07,06:37 AM,eBird - Stationary Count,10,1,,,2
S65596207,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L10008877,BPI-120-CO,5.5875614,-75.8264532,2020-03-07,06:56 AM,eBird - Stationary Count,10,1,,,2,,",S"
S93872341,Smooth-billed Ani,Crotophaga ani,2964,4,CO-ANT,,L10008877,BPI-120-CO,5.5875614,-75.8264532,2021-08-23,06:54 AM,eBird - Stationary Count,14,1,,,2,,,"DB, 47"
S60563469,Smooth-billed Ani,Crotophaga ani,2964,3,CO-ANT,,L10023244,BPI-123-CO,5.5796229,-75.8601758,2019-10-11,08:43 AM,eBird - Stationary Count,12,1,,,2
S73438154,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L10077853,BPI-124-CO,5.6227646,-75.8537748,2020-09-10,07:25 AM,eBird - Stationary Count,12,1,,,2,,,"CN 35,DB 100"
S81562895,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L10023131,BPI-125-CO,5.62427,-75.8550818,2021-02-15,08:55 AM,eBird - Stationary Count,11,1,,,2,,,"CN 100, DB 60"
S82272918,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L10065339,BPI-130-CO,5.59447,-75.8599492,2021-02-10,09:45 AM,eBird - Stationary Count,15,1,,,1,,,DB 49  CN 25
S73730583,Smooth-billed Ani,Crotophaga ani,2964,3,CO-ANT,,L10235610,BPI-132-CO,5.5901755,-75.8484129,2020-08-25,07:44 AM,eBird - Stationary Count,16,1,,,1,,,"CN 100, db 39"
S94322680,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L10235605,BPI-133-CO,5.5959071,-75.8424485,2021-09-07,08:22 AM,eBird - Stationary Count,16,1,,,2,,,"DB, 59"
S61985941,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L10235635,BPI-135-CO,5.609175,-75.8743569,2019-11-21,08:35 AM,eBird - Stationary Count,11,1,,,2,,1,04lahondura
S74248978,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L10235635,BPI-135-CO,5.609175,-75.8743569,2020-09-27,09:56 AM,eBird - Stationary Count,10,1,,,2,,,"CN 46, DB 60"
S94171534,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L10235635,BPI-135-CO,5.609175,-75.8743569,2021-09-03,07:46 AM,eBird - Stationary Count,10,1,,,2,,2,DB 39
S73614952,Smooth-billed Ani,Crotophaga ani,2964,5,CO-ANT,,L10070575,BPI-137-CO,5.6144469,-75.8281299,2020-08-21,08:19 AM,eBird - Stationary Count,10,1,,,2,S Sobrevolando,,"CN 57, DB 95"
S73869495,Smooth-billed Ani,Crotophaga ani,2964,3,CO-ANT,,L10070556,BPI-139-CO,5.6185878,-75.8295983,2020-09-21,08:38 AM,eBird - Stationary Count,18,1,,,1,,,"Cn 100, dB 31"
S61366124,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L10120446,BPI-140-CO,5.6082059,-75.8194265,2019-10-31,06:44 AM,eBird - Stationary Count,10,1,,,2
S83005474,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L10120446,BPI-140-CO,5.6082059,-75.8194265,2021-03-08,08:06 AM,eBird - Stationary Count,11,1,,,2,,1,"CN 100, DB 48"
S93615781,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L10120446,BPI-140-CO,5.6082059,-75.8194265,2021-08-21,07:41 AM,eBird - Stationary Count,10,1,,,2,,2,DB 46
S93615810,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L10120381,BPI-141-CO,5.6095762,-75.8201307,2021-08-21,08:11 AM,eBird - Stationary Count,10,1,,,2,,,DB 47
S93872362,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L10120381,BPI-141-CO,5.6095762,-75.8201307,2021-08-21,08:38 AM,eBird - Stationary Count,11,1,,,2,,2,DB 47
S93615746,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L10120345,BPI-142-CO,5.610151,-75.8178879,2021-08-21,07:04 AM,eBird - Stationary Count,10,1,,,2,,2,DB 48
S80825364,Smooth-billed Ani,Crotophaga ani,2964,3,CO-ANT,,L10235631,BPI-148-CO,5.6100931,-75.8727516,2021-02-11,09:08 AM,eBird - Stationary Count,10,1,,,2,,,"CN 70, DB 40"
S94171674,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L10235631,BPI-148-CO,5.6100931,-75.8727516,2021-09-03,08:03 AM,eBird - Stationary Count,10,1,,,2,,,DB 37
S94322988,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L10235626,BPI-149-CO,5.6117005,-75.8734341,2021-09-03,08:07 AM,eBird - Stationary Count,11,1,,,2,,1,"DB , 40"
S61986006,Smooth-billed Ani,Crotophaga ani,2964,3,CO-ANT,,L10235641,BPI-152-CO,5.6120324,-75.8765381,2019-11-22,08:07 AM,eBird - Stationary Count,11,1,,,2,,3
S61986015,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L10235638,BPI-153-CO,5.6102955,-75.8760018,2019-11-22,08:26 AM,eBird - Stationary Count,11,1,,,2,,2
S62005988,Smooth-billed Ani,Crotophaga ani,2964,3,CO-ANT,,L10235636,BPI-154-CO,5.6120603,-75.8750908,2019-11-25,06:22 AM,eBird - Stationary Count,10,1,,,2
S92837340,Smooth-billed Ani,Crotophaga ani,2964,8,CO-ANT,,L10235636,BPI-154-CO,5.6120603,-75.8750908,2021-08-06,07:31 AM,eBird - Stationary Count,10,1,,,2,,8
S93025681,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L10235636,BPI-154-CO,5.6120603,-75.8750908,2021-08-06,08:28 AM,eBird - Stationary Count,12,1,,,2,,2,"DB, 51"
S58709269,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L3629879,Finca Bambusa,5.6253787,-75.857596,2019-08-01,07:43 AM,eBird - Stationary Count,10,1,,,2,,,BPI026
S57544637,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L9454650,Finca Bambusa BPI,5.6273542,-75.859271,2019-06-06,04:02 PM,eBird - Stationary Count,4,1,,,3
S58709297,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L9454650,Finca Bambusa BPI,5.6273542,-75.859271,2019-07-31,06:40 AM,eBird - Stationary Count,11,1,,,2,,,BPI026
S59197440,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L9828031,Finca El Rosal,5.5990774,-75.855514,2019-08-23,09:54 AM,eBird - Traveling Count,48,1,.48,,3
S83204709,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L13995705,Finca La Fortuna,5.6028298,-75.83119,2021-03-11,10:46 AM,eBird - Stationary Count,12,1,,,2
S94839936,Smooth-billed Ani,Crotophaga ani,2964,9,CO-ANT,,L16142172,Finca La Oficina - Comedero,5.6044903,-75.8135739,2021-09-18,03:53 PM,eBird - Stationary Count,10,1,,,2
S94928653,Smooth-billed Ani,Crotophaga ani,2964,3,CO-ANT,,L16142172,Finca La Oficina - Comedero,5.6044903,-75.8135739,2021-09-18,04:47 PM,eBird - Traveling Count,15,1,.53,,2
S80430200,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L13422513,Hostal el encanto,5.6065084,-75.8125122,2021-02-04,04:51 PM,eBird - Stationary Count,10,1,,,2
S80939159,Smooth-billed Ani,Crotophaga ani,2964,2,CO-ANT,,L13422513,Hostal el encanto,5.6065084,-75.8125122,2021-02-12,12:34 PM,eBird - Stationary Count,15,1,,,2
S59180866,Smooth-billed Ani,Crotophaga ani,2964,3,CO-ANT,,L9824701,La Margarita,5.6288858,-75.859007,2019-08-02,08:41 AM,eBird - Stationary Count,10,1,,,2,,,Fernando Tobón
S59217970,Smooth-billed Ani,Crotophaga ani,2964,1,CO-ANT,,L9831595,Truchera La Linda,5.6112601,-75.8250864,2019-08-24,06:43 AM,eBird - Traveling Count,118,1,3.81,,2
S73689522,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10038950,BPI-001-CO,5.6157408,-75.8493119,2020-09-14,07:29 AM,eBird - Stationary Count,11,1,,,2,,,"CN 40, DB 30"
S92036214,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9690818,BPI-002-CO,5.6161992,-75.8520128,2021-07-20,07:26 AM,eBird - Stationary Count,7,1,,,2
S73612146,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10039985,BPI-006-CO,5.6170648,-75.8470637,2020-09-14,07:02 AM,eBird - Stationary Count,16,1,,,1,,,"CN 50, db 29"
S92073121,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10040281,BPI-014-CO,5.627754,-75.8595934,2021-07-19,06:55 AM,eBird - Stationary Count,12,1,,,2
S91987694,Squirrel Cuckoo,Piaya cayana,3150,2,CO-ANT,,L10040281,BPI-014-CO,5.627754,-75.8595934,2021-07-19,07:50 AM,eBird - Stationary Count,10,1,,,2,,,DB 45
S95089988,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9925725,BPI-027-CO,5.6058917,-75.8577423,2021-09-24,08:29 AM,eBird - Stationary Count,10,1,,,2,,,DB 45
S82258414,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9926138,BPI-029-CO,5.6019295,-75.8572535,2021-02-24,09:53 AM,eBird - Stationary Count,11,1,,,2,,,DB 37  Cn 65
S59302426,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9827391,BPI-030-CO,5.6002578,-75.8552479,2019-08-27,06:08 AM,eBird - Stationary Count,11,1,,,2
S73698271,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9827391,BPI-030-CO,5.6002578,-75.8552479,2020-09-17,08:01 AM,eBird - Stationary Count,10,1,,,1,AC Ave Cantando,,"Cn 40, 41"
S73699327,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9827561,BPI-031-CO,5.5989097,-75.8538494,2020-09-17,08:30 AM,eBird - Stationary Count,15,1,,,1,AC Ave Cantando,,"Cn 30, dB 34"
S92746998,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9827561,BPI-031-CO,5.5989097,-75.8538494,2021-08-04,08:14 AM,eBird - Stationary Count,22,1,,,2,,,DB 42
S73700845,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2020-09-17,09:05 AM,eBird - Stationary Count,19,1,,,1,,,"Cn 30, dB 34"
S59195833,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9827480,BPI-035-CO,5.59656,-75.8573908,2019-08-23,09:14 AM,eBird - Stationary Count,12,1,,,2
S59302892,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9827480,BPI-035-CO,5.59656,-75.8573908,2019-08-27,06:36 AM,eBird - Stationary Count,12,1,,,2
S73914707,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9827480,BPI-035-CO,5.59656,-75.8573908,2020-09-22,06:08 AM,eBird - Stationary Count,12,1,,,1,AC Ave Cantando,,"Cn 100, dB 30"
S83485750,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9824275,BPI-037-CO,5.614142,-75.8243768,2021-03-11,06:54 AM,eBird - Stationary Count,11,1,,,2,,,"CN 90, DB 52"
S82559235,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9902041,BPI-038-CO,5.585178,-75.8458111,2021-02-25,08:36 AM,eBird - Stationary Count,14,1,,,2,,,"CN 50, DB 45"
S94670053,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9854545,BPI-042-CO,5.6013412,-75.878152,2021-09-14,09:04 AM,eBird - Stationary Count,10,1,,,2,,,DB 50
S72470994,Squirrel Cuckoo,Piaya cayana,3150,2,CO-ANT,,L9854513,BPI-043-CO,5.5997909,-75.8757741,2020-08-10,07:17 AM,eBird - Stationary Count,13,1,,,2,,,"CN 60, DB 49"
S72329344,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9854513,BPI-043-CO,5.5997909,-75.8757741,2020-08-10,07:35 AM,eBird - Stationary Count,13,1,,,1,,,"CN 70, db 43"
S83824756,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9854513,BPI-043-CO,5.5997909,-75.8757741,2021-02-23,08:07 AM,eBird - Stationary Count,15,1,,,2
S93872449,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9854513,BPI-043-CO,5.5997909,-75.8757741,2021-08-12,07:58 AM,eBird - Stationary Count,13,1,,,2,,1,"DB, 48"
S65375147,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9827758,BPI-051-CO,5.6111498,-75.8250051,2020-03-02,07:16 AM,eBird - Stationary Count,10,1,,,2,,",S"
S92186525,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9827758,BPI-051-CO,5.6111498,-75.8250051,2021-07-22,06:35 AM,eBird - Stationary Count,10,1,,,2,,,DB 49
S93798447,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9827758,BPI-051-CO,5.6111498,-75.8250051,2021-08-27,08:26 AM,eBird - Stationary Count,10,1,,,2,,,DB 66
S80058233,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9992890,BPI-054-CO,5.5875,-75.8326233,2021-01-29,08:03 AM,eBird - Stationary Count,12,1,,,1,,1,"CN 10, DB 47"
S84590383,Squirrel Cuckoo,Piaya cayana,3150,2,CO-ANT,,L9992890,BPI-054-CO,5.5875,-75.8326233,2021-04-02,08:24 AM,eBird - Stationary Count,14,1,,,2,,,DB 44  CN 40
S73555897,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9909088,BPI-057-CO,5.5879846,-75.858233,2020-08-17,07:58 AM,eBird - Stationary Count,11,1,,,2,,,"CN 39, DB 95"
S81895617,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9909088,BPI-057-CO,5.5879846,-75.858233,2021-02-18,07:27 AM,eBird - Stationary Count,10,1,,,2,,,"CN 100, DB 41"
S94928350,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9909088,BPI-057-CO,5.5879846,-75.858233,2021-09-19,07:05 AM,eBird - Stationary Count,10,1,,,2,,,DB 51
S59870876,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9925510,BPI-060-CO,5.6044448,-75.8438656,2019-09-17,06:36 AM,eBird - Stationary Count,11,1,,,2
S73078818,Squirrel Cuckoo,Piaya cayana,3150,3,CO-ANT,,L9925510,BPI-060-CO,5.6044448,-75.8438656,2020-09-01,08:49 AM,eBird - Stationary Count,10,1,,,2,,,"CN 38, DB 10"
S94663572,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9925510,BPI-060-CO,5.6044448,-75.8438656,2021-09-13,06:23 AM,eBird - Stationary Count,11,1,,,2,,,DB 38
S94663725,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9925510,BPI-060-CO,5.6044448,-75.8438656,2021-09-13,07:37 AM,eBird - Stationary Count,10,1,,,2,,,DB 37
S59548195,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9879106,BPI-065-CO,5.6059942,-75.8558969,2019-09-06,06:55 AM,eBird - Stationary Count,11,1,,,2
S73956579,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9879063,BPI-066-CO,5.6058559,-75.8538809,2020-09-23,09:02 AM,eBird - Stationary Count,12,1,,,1,AC Ave Cantando,,"Cn 100, db 27"
S95092379,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9879063,BPI-066-CO,5.6058559,-75.8538809,2021-09-24,09:25 AM,eBird - Stationary Count,10,1,,,2,,1,DB 44
S94670093,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10070668,BPI-068-CO,5.595065,-75.8718938,2021-09-14,09:42 AM,eBird - Stationary Count,10,1,,,2,,,DB 58
S60921623,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10070666,BPI-069-CO,5.5946084,-75.8686036,2019-10-24,08:53 AM,eBird - Stationary Count,10,1,,,2
S64802420,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10070666,BPI-069-CO,5.5946084,-75.8686036,2020-02-19,08:42 AM,eBird - Stationary Count,10,1,,,2
S94723923,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10070666,BPI-069-CO,5.5946084,-75.8686036,2021-09-14,08:29 AM,eBird - Stationary Count,10,1,,,2,,,"DB, 50"
S60903787,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10070662,BPI-070-CO,5.5950171,-75.8671642,2019-10-24,09:01 AM,eBird - Stationary Count,10,1,,,2
S73311169,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10070662,BPI-070-CO,5.5950171,-75.8671642,2020-09-07,07:46 AM,eBird - Stationary Count,10,1,,,2,,,"CN 45,DB 25"
S60545291,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10004187,BPI-080-CO,5.5971227,-75.825209,2019-10-12,07:26 AM,eBird - Stationary Count,11,1,,,2
S60545711,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10004187,BPI-080-CO,5.5971227,-75.825209,2019-10-12,07:47 AM,eBird - Stationary Count,14,1,,,2
S60994042,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10077686,BPI-082-CO,5.6158346,-75.8383672,2019-10-26,07:59 AM,eBird - Stationary Count,10,1,,,2
S73730332,Squirrel Cuckoo,Piaya cayana,3150,2,CO-ANT,,L10077686,BPI-082-CO,5.6158346,-75.8383672,2020-08-26,08:48 AM,eBird - Stationary Count,19,1,,,1,,,"CN 95, db 29"
S92655399,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9979117,BPI-084-CO,5.5905016,-75.869348,2021-08-02,09:00 AM,eBird - Stationary Count,10,1,,,2,,,DB 35
S84061132,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9984922,BPI-092-CO,5.5796762,-75.8660031,2021-03-25,09:29 AM,eBird - Stationary Count,14,1,,,2,,,DB 33  CN 60
S65028263,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L9921018,BPI-095-CO,5.5863711,-75.8593453,2020-02-21,07:48 AM,eBird - Stationary Count,10,1,,,2
S74248838,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10007410,BPI-105-CO,5.5775292,-75.8538799,2020-09-28,07:08 AM,eBird - Stationary Count,10,1,,,2,,1,"CN 45, DB 90"
S83918369,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10692080,BPI-108-CO,5.6110977,-75.8404196,2021-02-17,09:12 AM,eBird - Stationary Count,16,1,,,2,,,"DB 42, CN 90"
S94271760,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10007414,BPI-118-CO,5.597264,-75.8468388,2021-09-06,08:23 AM,eBird - Stationary Count,12,1,,,2,,,DB 62
S73438154,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10077853,BPI-124-CO,5.6227646,-75.8537748,2020-09-10,07:25 AM,eBird - Stationary Count,12,1,,,2,,,"CN 35,DB 100"
S83485959,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10070611,BPI-128-CO,5.592743,-75.8655629,2021-03-15,08:33 AM,eBird - Stationary Count,15,1,,,2,,,"CN 90,DB 49"
S93026064,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10070611,BPI-128-CO,5.592743,-75.8655629,2021-08-02,08:28 AM,eBird - Stationary Count,13,1,,,2,,,"DB, 59"
S64802442,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10070667,BPI-129-CO,5.5963856,-75.8701445,2020-02-19,08:28 AM,eBird - Stationary Count,11,1,,,2
S60923696,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10065339,BPI-130-CO,5.59447,-75.8599492,2019-10-22,08:35 AM,eBird - Stationary Count,14,1,,,2
S93026053,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10065339,BPI-130-CO,5.59447,-75.8599492,2021-08-02,08:48 AM,eBird - Stationary Count,14,1,,,2
S92643034,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10235612,BPI-131-CO,5.5930983,-75.8497607,2021-07-26,08:33 AM,eBird - Stationary Count,16,1,,,2
S94322816,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10235612,BPI-131-CO,5.5930983,-75.8497607,2021-09-06,08:24 AM,eBird - Stationary Count,10,1,,,2,,,"DB, 46"
S61997133,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10235605,BPI-133-CO,5.5959071,-75.8424485,2019-11-15,06:53 AM,eBird - Stationary Count,10,1,,,2
S65713451,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10235635,BPI-135-CO,5.609175,-75.8743569,2020-03-09,08:40 AM,eBird - Stationary Count,12,1,,,2,,",S"
S65643567,Squirrel Cuckoo,Piaya cayana,3150,1,CO-ANT,,L10235635,BPI-135-CO,5.609175,-75.8743569,2020-03-10,07:57 AM,eBird - Stationary Count,10,1,,,2,,1
